symbol,industry,theme,isin_code,name,rank,description,evidence,evidenceSources,ib_conid,currency,exchange,assetType,navigable,theme_id
PFGC,consumer and retail,food_and_drinks,US71377A1034,PERFORMANCE FOOD GROUP CO,54,"Se centra en la distribución de una amplia gama de alimentos y productos relacionados con los alimentos a diversos clientes de servicios de alimentación y minoristas, desempeñando un papel fundamental en la cadena de suministro de alimentos y bebidas.","La participación de Performance Food Group Company en la industria de Alimentos y Bebidas es evidente a través de sus extensas operaciones. La empresa comercializa y distribuye una amplia gama de productos alimenticios y relacionados con la alimentación en América del Norte, sirviendo a una base de clientes diversa que incluye restaurantes, escuelas, centros de atención médica y tiendas de conveniencia. PFG opera en el mercado de alimentos fuera del hogar, distribuyendo a canales de servicio de alimentos, conveniencia y especialidades, y tiene como objetivo ganar cuota de mercado y conseguir nuevos negocios mientras mejora los márgenes. Con una estrategia clara para construir sobre su posición como un distribuidor líder de alimentos y servicios de alimentos en América del Norte, el negocio principal de PFG gira en torno a la industria de alimentos y bebidas.","[{'name': 'pfgc-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pfgc-Q225-10-Q.html'}]",208317027,USD,SMART,STK,True,CL1
SAP,consumer and retail,food_and_drinks,CA8029121057,SAPUTO INC,55,"Se dedica a la producción, comercialización y distribución de una amplia gama de productos lácteos, sirviendo como un actor clave en el sector de alimentos y bebidas.",,,14893739,CAD,SMART,STK,False,CL1
SLGN,consumer and retail,food_and_drinks,US8270481091,SILGAN HOLDINGS INC,56,"Suministra soluciones críticas de embalaje rígido para una amplia gama de productos de alimentos y bebidas, lo que permite su conservación, transporte y distribución al consumidor.","La conexión de Silgan con la industria de alimentos y bebidas es evidente a través de su fabricación de envases metálicos tanto para alimentos para mascotas como para humanos, así como cierres dispensadores y especiales para productos de alimentos y bebidas. La empresa es el mayor fabricante de envases metálicos para alimentos en América del Norte, con más de la mitad de la cuota de mercado de EE. UU. Una parte significativa de sus ingresos proviene del segmento de envases metálicos, y la empresa anticipa un crecimiento en los productos de alimentos para mascotas para impulsar aún más los volúmenes. Aunque hubo una disminución en los productos de bebidas norteamericanas, la empresa ha comercializado varios lanzamientos de nuevos productos para clientes en la categoría de sopas.","[{'name': 'slgn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/slgn-FY24-10-K.html'}, {'name': 'slgn-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/slgn-Q324-10-Q.html'}]",4818193,USD,SMART,STK,True,CL1
TAP.B,consumer and retail,food_and_drinks,US60871R2094,MOLSON COORS BEVERAGE CO - B,57,"Se centra en la producción, comercialización y distribución de una cartera diversa de cerveza, licores y bebidas no alcohólicas, sirviendo a una amplia base de consumidores dentro de la industria.","El negocio de Molson Coors se centra en la industria de alimentos y bebidas, como lo demuestra su amplia cartera de bebidas, que incluye marcas de cerveza principales y ofertas más allá de la cerveza, como bebidas con sabor, licores y opciones sin alcohol. El enfoque estratégico de la empresa incluye la gestión de marcas potentes principales, la expansión de su cartera más allá de la cerveza y la comprensión del comportamiento del consumidor. Molson Coors tiene como objetivo satisfacer una amplia gama de segmentos y ocasiones de consumo, con su rendimiento, estrategia y perspectivas fuertemente influenciados por la dinámica del sector de alimentos y bebidas.","[{'name': 'tap-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tap-FY24-10-K.html'}, {'name': 'tap-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tap-Q324-10-Q.html'}, {'name': 'tap-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tap-Q225-10-Q.html'}]",33187692,CAD,VALUE,STK,True,CL1
HRL,consumer and retail,food_and_drinks,US4404521001,HORMEL FOODS CORP,58,"Opera principalmente en la industria de alimentos y bebidas, ofreciendo una cartera diversa de productos a los consumidores.","La participación de Hormel en la industria de Alimentos y Bebidas es central para sus operaciones, como lo demuestra su identidad como fabricante y comercializador global de productos alimenticios de marca. El enfoque de la empresa en productos alimenticios de marca es evidente en sus segmentos Minorista, Servicio de Alimentos e Internacional, cubriendo una amplia gama de producción, procesamiento, distribución y ventas de alimentos. Hormel enfatiza su liderazgo en el mercado minorista y la evolución de su cartera de marcas, con un líder dedicado designado para liderar los esfuerzos de marketing minorista. El negocio principal de la empresa gira en torno a su diversa cartera de alimentos y bebidas, incluidas marcas como Applegate, Jennie-O, Herdez, Wholly, Planters y SPAM, con un enfoque en satisfacer las necesidades cambiantes de los consumidores a través de productos centrados en proteínas y ofertas de valor agregado.","[{'name': 'hrl-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hrl-Q225-10-Q.html'}, {'name': 'hrl-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hrl-Q324-10-Q.html'}, {'name': 'hrl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/hrl-Q125-10-Q.html'}]",8153,USD,SMART,STK,True,CL1
UNFI,consumer and retail,food_and_drinks,US9111631035,UNITED NATURAL FOODS INC,59,"Opera como un distribuidor líder de productos naturales, orgánicos y especializados, tanto alimentarios como no alimentarios, suministrando a una base de clientes diversa dentro de la industria general de alimentos y bebidas.","La participación de UNFI en la industria de Alimentos y Bebidas es evidente a través de su papel como distribuidor líder de productos de comestibles y no comestibles, ofreciendo aproximadamente 250.000 productos que incluyen marcas nacionales, regionales y de marca propia. Estos productos se clasifican en comestibles y mercancía general, perecederos, alimentos congelados, artículos de bienestar y cuidado personal, y productos a granel y de servicio de alimentos. UNFI tiene como objetivo ser el socio más valorado de la industria alimentaria al proporcionar productos y servicios innovadores para ayudar a los minoristas y proveedores a crecer, lo que se refleja en sus esfuerzos por atender a más de 30.000 ubicaciones de clientes en toda América del Norte.","[{'name': 'unfi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unfi-Q125-10-Q.html'}, {'name': 'unfi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unfi-Q324-10-Q.html'}, {'name': 'unfi-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/unfi-Q325-10-Q.html'}]",6746248,USD,SMART,STK,True,CL1
PPC,consumer and retail,food_and_drinks,US72147K1088,PILGRIM'S PRIDE CORP,60,"Opera como una empresa alimentaria global líder, dedicada principalmente a la producción, procesamiento, comercialización y distribución de productos de pollo frescos, congelados y de valor agregado de alta calidad a minoristas, distribuidores de servicios de alimentos y restaurantes.","La importante presencia de Pilgrim's Pride Corporation en la industria de alimentos y bebidas es evidente a través de su posición como uno de los mayores productores de pollo y proteínas a nivel mundial, con operaciones que abarcan EE. UU., Europa y México. El enfoque de la empresa en la producción y venta de productos de pollo y cerdo, junto con su participación en canales de distribución minorista y de servicios de alimentos, destaca sus actividades comerciales principales. El desempeño financiero y las estrategias operativas de la empresa, como se discuten en sus llamadas de resultados, demuestran aún más su profunda participación en el sector de alimentos y bebidas.","[{'name': 'ppc-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ppc-Q324-10-Q.html'}, {'name': 'ppc-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ppc-FY24-10-K.html'}]",71395583,USD,SMART,STK,True,CL1
OI,consumer and retail,food_and_drinks,US67098H1041,O-I GLASS INC,61,Proporciona soluciones de envasado de vidrio esenciales para la conservación y distribución de productos alimenticios y bebidas.,"La participación de O-I Glass en la industria de Alimentos y Bebidas es evidente a través de su fabricación de envases de vidrio utilizados para empaquetar diversos productos, incluyendo cerveza, licores, bebidas no alcohólicas y alimentos. La empresa ha experimentado un aumento en los envíos a clientes de cerveza, alimentos y licores en América, lo que ha contribuido a un aumento de las ventas netas. Además, la empresa ha observado un crecimiento en las categorías de alimentos y bebidas no alcohólicas en Europa y América Latina, con un buen rendimiento del embalaje de alimentos debido a tendencias como los plásticos antimicrobianos.","[{'name': 'oi-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oi-Q125-10-Q.html'}, {'name': 'oi-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/oi-Q225-10-Q.html'}]",396135117,USD,SMART,STK,True,CL1
JJSF,consumer and retail,food_and_drinks,US4660321096,J & J SNACK FOODS CORP,62,"Opera dentro del sector de Alimentos y Bebidas mediante la fabricación, comercialización y distribución de una cartera diversa de snacks y bebidas a través de varios canales.","La participación de J&J Snack Foods en la industria de Alimentos y Bebidas es fundamental para sus operaciones, ya que la empresa fabrica, vende y distribuye alimentos y bebidas congeladas a nivel nacional a las industrias de servicios de alimentos y supermercados minoristas. Sus principales productos de snack incluyen pretzels blandos, postres helados, churros y productos de panadería, mientras que sus productos de bebidas congeladas incluyen la marca ICEE y la marca SLUSH PUPPIE. Las llamadas de resultados y las presentaciones de la compañía resaltan constantemente el rendimiento, las perspectivas de crecimiento y la innovación relacionados con estos productos de alimentos y bebidas, lo que demuestra el énfasis estratégico de la compañía en este sector.","[{'name': 'jjsf-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/jjsf-Q225-10-Q.html'}, {'name': 'jjsf-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/jjsf-FY24-10-K.html'}, {'name': 'jjsf-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/jjsf-Q325-10-Q.html'}, {'name': 'jjsf-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/jjsf-Q125-10-Q.html'}]",270864,USD,SMART,STK,True,CL1
TGT,consumer and retail,food_and_drinks,US87612E1064,TARGET CORP,63,"Ofrece una amplia variedad de productos de alimentos y bebidas, contribuyendo significativamente al consumo doméstico y al comercio minorista de comestibles.","La participación de Target en la industria de alimentos y bebidas es evidente a través de sus contribuciones constantes a las ventas. Las categorías de alimentos y bebidas constituyen una parte notable de las ventas totales de Target, con cifras que muestran un 25% durante los tres meses finalizados el 3 de mayo de 2025 y un 24% durante el período comparable de 2024; además, representó el 23% de las ventas totales tanto para los tres como para los nueve meses finalizados el 2 de noviembre de 2024. La empresa también ha experimentado un crecimiento interanual en estas categorías, impulsado por nuevas ofertas y sabores de moda, particularmente en torno a momentos clave como el Día de la Madre, lo que demuestra su inversión continua en este segmento.","[{'name': 'tgt-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tgt-Q125-10-Q.html'}, {'name': 'tgt-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tgt-Q224-10-Q.html'}, {'name': 'tgt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tgt-Q324-10-Q.html'}, {'name': 'tgt-FY23-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tgt-FY23-10-K.html'}]",6437,USD,SMART,STK,True,CL1
DAR,consumer and retail,food_and_drinks,US2372661015,DARLING INGREDIENTS INC,64,Proporciona ingredientes y soluciones especializadas que son integrales para la industria de alimentos y bebidas.,,,6604385,USD,SMART,STK,True,CL1
SAM,consumer and retail,food_and_drinks,US1005571070,BOSTON BEER COMPANY INC-A,65,"Produce y comercializa una cartera diversa de bebidas alcohólicas, contribuyendo a la industria general de alimentos y bebidas.","The Boston Beer Company demuestra una fuerte conexión con la industria de Alimentos y Bebidas, principalmente a través de su negocio principal de producción y venta de bebidas alcohólicas, tanto a nivel nacional como, en menor medida, internacional. El desempeño financiero de la empresa, con ingresos netos de $453.9 millones, está directamente ligado a las ventas de bebidas, respaldado por una gran red de distribución y fuerza de ventas. La empresa gestiona e invierte activamente en varias marcas, incluidas Twisted Tea, Samuel Adams y Angry Orchard, adaptándose a la demanda del consumidor y a las tendencias de la industria, lo que se refleja en los volúmenes de envío de la empresa, que aumentaron un 5.3% a 1,677,000 barriles.","[{'name': 'sam-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sam-Q125-10-Q.html'}, {'name': 'sam-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sam-FY24-10-K.html'}]",1841216,USD,SMART,STK,True,CL1
PRMB,consumer and retail,food_and_drinks,US7416231022,PRIMO BRANDS CORP,66,Fabrica y distribuye productos dentro de la industria de Alimentos y Bebidas.,"La participación de Primo Brands en la industria de Alimentos y Bebidas es evidente a través de su posición como una empresa líder de bebidas de marca en América del Norte enfocada en la hidratación saludable. El negocio principal de la empresa gira en torno a una cartera diversificada de aguas y bebidas de marca, distribuidas en varios canales y puntos de precio, con un enfoque estratégico en la fabricación y distribución con sede en EE. UU. Si bien la empresa se está desprendiendo de su negocio de servicio de café para oficinas (OCS), su enfoque principal sigue siendo expandir su liderazgo en el segmento de agua embotellada y hacer crecer su cartera de productos de agua de marca premium.","[{'name': 'prmb-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/prmb-Q225-10-Q.html'}]",740066865,USD,SMART,STK,False,CL1
TOST,consumer and retail,food_and_drinks,US8887871080,TOAST INC-CLASS A,67,Proporciona una plataforma integrada de soluciones de software y hardware diseñadas específicamente para ayudar a los restaurantes y negocios de servicios de alimentos a gestionar sus operaciones.,"El enfoque de Toast en proporcionar soluciones para restaurantes y minoristas de alimentos y bebidas destaca la fuerte participación de la empresa en la industria de Alimentos y Bebidas, con su misión de ayudar a los restaurantes a prosperar. Toast atiende a clientes en los sectores empresarial, internacional y minorista de alimentos y bebidas, incluido Zabar's New York City, que utiliza Toast Retail. La empresa se ha expandido al comercio minorista de alimentos y bebidas y ha superado las 10,000 ubicaciones activas en los sectores empresarial, internacional y minorista de alimentos y bebidas, sirviendo a aproximadamente 148,000 ubicaciones, incluido Firehouse Subs.",,516097394,USD,SMART,STK,True,CL1
COLD,consumer and retail,food_and_drinks,US03064D1081,AMERICOLD REALTY TRUST INC,68,Opera infraestructura de almacenamiento en frío y proporciona servicios de logística que apoyan la distribución y conservación de productos dentro de la industria de Alimentos y Bebidas.,"El negocio de Americold está profundamente entrelazado con la industria de Alimentos y Bebidas, ya que la empresa es un líder mundial en almacenamiento y logística a temperatura controlada, operando 239 almacenes en todo el mundo y especializándose en servir a empresas dentro de este sector. Las instalaciones y servicios de la empresa atienden el almacenamiento y movimiento de productos alimenticios a temperatura controlada, y son reconocidos como un proveedor líder de 3PL y almacenamiento en frío por Food Logistics Magazine por su papel en la revolución de la cadena de suministro global de alimentos de almacenamiento en frío. Americold maneja una variedad de productos de alimentos y bebidas, que incluyen productos frescos y congelados, mariscos, proteínas, papas y alimentos preparados, con servicios adaptados a la naturaleza estacional y cíclica de estos negocios.","[{'name': 'cold-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cold-FY24-10-K.html'}]",302902503,USD,SMART,STK,False,CL1
TR,consumer and retail,food_and_drinks,US8905161076,TOOTSIE ROLL INDS,69,"Produce y comercializa una gama de productos de confitería populares, como caramelos y piruletas, sirviendo a un segmento del mercado de alimentos y bebidas.","Tootsie Roll Industries demuestra una fuerte conexión con la industria de Alimentos y Bebidas, principalmente a través de la gestión de los costos de cacao y chocolate, que son insumos esenciales para sus productos. La empresa está gestionando activamente estos costos, implementando aumentos de precios para recuperar la disminución de los márgenes y monitoreando los efectos de trasladar estos costos a los consumidores. Esto se ve respaldado aún más por las importantes ventas netas de productos de la empresa y las continuas inversiones en operaciones de fabricación de plantas, incluida la infraestructura de procesamiento de alimentos, para satisfacer las demandas de productos de los consumidores y clientes. Además, la empresa se protege contra las compras previstas de ingredientes, incluido el azúcar, lo que refleja un enfoque proactivo para gestionar los riesgos de precios de las materias primas dentro del sector de alimentos y bebidas.","[{'name': 'tr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tr-Q125-10-Q.html'}, {'name': 'tr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tr-FY24-10-K.html'}, {'name': 'tr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tr-Q324-10-Q.html'}]",12946,USD,SMART,STK,True,CL1
LW,consumer and retail,food_and_drinks,US5132721045,LAMB WESTON HOLDINGS INC,70,"Fabrica y suministra una amplia gama de productos de patata congelada, sirviendo como un componente importante dentro del sector de alimentos y bebidas.","El compromiso de Lamb Weston con la industria de Alimentos y Bebidas es significativo, ya que es un productor, distribuidor y comercializador global líder de productos de patata congelada de valor agregado, principalmente patatas fritas. La compañía proporciona una amplia cartera de productos a una base de clientes diversa en más de 100 países, abasteciendo a restaurantes y otros establecimientos de servicios de alimentos. Las operaciones, estrategias y el desempeño financiero de Lamb Weston están estrechamente ligados a la industria de alimentos y bebidas, con discusiones sobre la demanda global, las preferencias de los consumidores y las tendencias del tráfico de restaurantes dominando sus llamadas de ganancias.","[{'name': 'lw-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lw-Q225-10-Q.html'}, {'name': 'lw-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lw-Q325-10-Q.html'}]",253184108,USD,SMART,STK,True,CL1
WING,consumer and retail,food_and_drinks,US9741551033,WINGSTOP INC,71,"Opera como una cadena de restaurantes especializada en alitas de pollo preparadas al momento, participando así directamente en la industria de alimentos y bebidas.","Las operaciones de Wingstop están profundamente arraigadas en la industria de alimentos y bebidas, ya que es la cadena de restaurantes fast-casual más grande centrada en alitas de pollo, con más de 2.800 locales en todo el mundo. La compañía genera ingresos a través de ventas de restaurantes, regalías y tarifas de franquicia, y los costos de alimentos, bebidas y empaques representan una parte significativa de sus gastos. Wingstop se dedica a servir sabor al mundo a través de una experiencia de cliente inigualable y una oferta de alitas clásicas, alitas deshuesadas, tenders y sándwiches de pollo, siempre cocinados a pedido y cubiertos a mano en 12 sabores audaces y distintivos.","[{'name': 'wing-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wing-FY24-10-K.html'}, {'name': 'wing-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wing-Q324-10-Q.html'}, {'name': 'wing-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wing-Q225-10-Q.html'}]",196892722,USD,SMART,STK,True,CL1
FIZZ,consumer and retail,food_and_drinks,US6350171061,NATIONAL BEVERAGE CORP,72,Participa en el sector de alimentos y bebidas a través de su enfoque en la producción y distribución de diversos productos de bebidas.,"National Beverage Corp. participa significativamente en la industria de Alimentos y Bebidas a través de su extensa cartera de bebidas. La empresa refresca innovadoramente a Estados Unidos con aguas con gas, jugos, bebidas energéticas y refrescos carbonatados, atendiendo a consumidores preocupados por la salud. Su cartera de bebidas incluye marcas como LaCroix, Shasta y Faygo, con algunas marcas que tienen una lealtad de los consumidores que abarca más de 135 años.","[{'name': 'fizz-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fizz-Q125-10-Q.html'}, {'name': 'fizz-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fizz-Q225-10-Q.html'}, {'name': 'fizz-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fizz-Q325-10-Q.html'}]",2016423,USD,SMART,STK,True,CL1
FLO,consumer and retail,food_and_drinks,US3434981011,FLOWERS FOODS INC,73,Contribuye a la industria de Alimentos y Bebidas a través de la producción y distribución de una amplia gama de productos alimenticios.,"Flowers Foods tiene una presencia significativa en la industria de Alimentos y Bebidas, principalmente como el segundo mayor productor y comercializador de productos de panadería envasados en los EE. UU. El negocio principal de la empresa gira en torno a una amplia gama de productos, que incluyen panes, bollos, panecillos, productos de snack, bagels, muffins y tortillas, vendidos bajo diversas marcas. Como evidencia de su enfoque en este sector, la empresa monitorea las tendencias de los consumidores y está innovando activamente para alinearse con las cambiantes demandas de los consumidores, incluyendo la atención a las preocupaciones de salud y bienestar. Las operaciones de la empresa abarcan tanto la industria minorista de alimentos como la de servicios de alimentos, y su desempeño financiero está estrechamente ligado a la dinámica del mercado de alimentos y bebidas.","[{'name': 'flo-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flo-Q125-10-Q.html'}, {'name': 'flo-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flo-Q224-10-Q.html'}, {'name': 'flo-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/flo-Q324-10-Q.html'}, {'name': 'flo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/flo-FY24-10-K.html'}]",11913510,USD,SMART,STK,True,CL1
PSMT,consumer and retail,food_and_drinks,US7415111092,PRICESMART INC,74,Opera como un club de almacenes de membresía que ofrece una amplia variedad de productos de alimentos y bebidas a los consumidores.,,,4816971,USD,SMART,STK,True,CL1
BRBR,consumer and retail,food_and_drinks,US07831C1036,BELLRING BRANDS INC,75,Enfoca sus operaciones dentro del tema de Alimentos y Bebidas.,"El compromiso de BellRing Brands con la industria de alimentos y bebidas es evidente a través de su enfoque en la nutrición conveniente, específicamente batidos y polvos de proteínas listos para beber. Las marcas principales de la compañía, Premier Protein y Dymatize, contribuyen significativamente a sus ingresos, con notables aumentos en las ventas de productos Premier Protein. Como una compañía tenedora de productos de consumo que opera en la categoría global de nutrición conveniente, BellRing Brands enfrenta tanto oportunidades como desafíos dentro del competitivo panorama de alimentos y bebidas, incluidas las cambiantes preferencias de los consumidores.","[{'name': 'brbr-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/brbr-Q325-10-Q.html'}, {'name': 'brbr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/brbr-Q125-10-Q.html'}, {'name': 'brbr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/brbr-FY24-10-K.html'}, {'name': 'brbr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/brbr-Q225-10-Q.html'}]",545665955,USD,SMART,STK,True,CL1
